"Area","Item","Element","Unit","Year","Year_Value","Flag"
"United States of America","Lentils","Yield","hg/ha","2015",12424,"Fc"
"United States of America","Lentils","Yield","hg/ha","2016",15846,"Fc"
"United States of America","Lentils","Yield","hg/ha","2017",8206,"Fc"
"United States of America","Lentils","Yield","hg/ha","2018",13126,"Fc"
"United States of America","Lentils","Production","tonnes","1961",10160,NA
"United States of America","Lentils","Production","tonnes","1962",24811,NA
"United States of America","Lentils","Production","tonnes","1963",26626,NA
"United States of America","Lentils","Production","tonnes","1964",36922,NA
"United States of America","Lentils","Production","tonnes","1965",26444,NA
"United States of America","Lentils","Production","tonnes","1966",28486,NA
"United States of America","Lentils","Production","tonnes","1967",29030,NA
"United States of America","Lentils","Production","tonnes","1968",31978,NA
"United States of America","Lentils","Production","tonnes","1969",36196,NA
"United States of America","Lentils","Production","tonnes","1970",32670,NA
"United States of America","Lentils","Production","tonnes","1971",38494,NA
"United States of America","Lentils","Production","tonnes","1972",39517,NA
"United States of America","Lentils","Production","tonnes","1973",35672,NA
"United States of America","Lentils","Production","tonnes","1974",44400,NA
"United States of America","Lentils","Production","tonnes","1975",49720,NA
"United States of America","Lentils","Production","tonnes","1976",43450,NA
"United States of America","Lentils","Production","tonnes","1977",13760,NA
"United States of America","Lentils","Production","tonnes","1978",59950,NA
"United States of America","Lentils","Production","tonnes","1979",64770,NA
"United States of America","Lentils","Production","tonnes","1980",97820,NA
"United States of America","Lentils","Production","tonnes","1981",89546,NA
"United States of America","Lentils","Production","tonnes","1982",71088,NA
"United States of America","Lentils","Production","tonnes","1983",42605,NA
"United States of America","Lentils","Production","tonnes","1984",27016,NA
"United States of America","Lentils","Production","tonnes","1985",37360,NA
"United States of America","Lentils","Production","tonnes","1986",81000,NA
"United States of America","Lentils","Production","tonnes","1987",81370,NA
"United States of America","Lentils","Production","tonnes","1988",40550,NA
"United States of America","Lentils","Production","tonnes","1989",52660,NA
"United States of America","Lentils","Production","tonnes","1990",41050,NA
"United States of America","Lentils","Production","tonnes","1991",76160,NA
"United States of America","Lentils","Production","tonnes","1992",69440,NA
"United States of America","Lentils","Production","tonnes","1993",93200,NA
"United States of America","Lentils","Production","tonnes","1994",96000,NA
"United States of America","Lentils","Production","tonnes","1995",100880,NA
"United States of America","Lentils","Production","tonnes","1996",60460,NA
"United States of America","Lentils","Production","tonnes","1997",108450,NA
"United States of America","Lentils","Production","tonnes","1998",87900,NA
"United States of America","Lentils","Production","tonnes","1999",108270,NA
"United States of America","Lentils","Production","tonnes","2000",137393,NA
"United States of America","Lentils","Production","tonnes","2001",131451,NA
"United States of America","Lentils","Production","tonnes","2002",116619,NA
"United States of America","Lentils","Production","tonnes","2003",110767,NA
"United States of America","Lentils","Production","tonnes","2004",189692,NA
