"Area","Item","Year","Area harvested","Yield","Production"
"United States of America","Okra","1981",NA,NA,NA
"United States of America","Okra","1982",NA,NA,NA
"United States of America","Okra","1983",NA,NA,NA
"United States of America","Okra","1984",NA,NA,NA
"United States of America","Okra","1985",NA,NA,NA
"United States of America","Okra","1986",NA,NA,NA
"United States of America","Okra","1987",NA,NA,NA
"United States of America","Okra","1988",NA,NA,NA
"United States of America","Okra","1989",NA,NA,NA
"United States of America","Okra","1990",0,NA,0
"United States of America","Okra","1991",400,77500,3100
"United States of America","Okra","1992",420,75000,3150
"United States of America","Okra","1993",450,74444,3350
"United States of America","Okra","1994",550,74545,4100
"United States of America","Okra","1995",630,76190,4800
"United States of America","Okra","1996",850,75294,6400
"United States of America","Okra","1997",867,74993,6500
"United States of America","Okra","1998",950,75789,7200
"United States of America","Okra","1999",1130,75221,8500
"United States of America","Okra","2000",1170,76410,8940
"United States of America","Okra","2001",1220,67295,8210
"United States of America","Okra","2002",1200,66667,8000
"United States of America","Okra","2003",1299,71163,9242
"United States of America","Okra","2004",1354,72978,9878
"United States of America","Okra","2005",1250,75896,9487
"United States of America","Okra","2006",1261,75352,9500
"United States of America","Okra","2007",1300,76923,10000
"United States of America","Okra","2008",1301,75899,9872
"United States of America","Okra","2009",1269,75905,9632
"United States of America","Okra","2010",1259,77155,9711
"United States of America","Okra","2011",1259,77791,9790
"United States of America","Okra","2012",1258,78428,9869
"United States of America","Okra","2013",1258,79064,9949
"United States of America","Okra","2014",1286,78783,10135
"United States of America","Okra","2015",1331,79087,10526
"United States of America","Okra","2016",1369,77768,10650
"United States of America","Okra","2017",1382,78003,10777
"United States of America","Okra","2018",1394,78239,10904
"United States of America","Olives","1961",11410,34982,39915
"United States of America","Olives","1962",11450,41199,47173
"United States of America","Olives","1963",11490,45003,51709
"United States of America","Olives","1964",11570,42341,48988
"United States of America","Olives","1965",11210,40463,45359
"United States of America","Olives","1966",10764,53096,57152
"United States of America","Olives","1967",10926,11624,12700
"United States of America","Olives","1968",10926,71405,78017
"United States of America","Olives","1969",11048,57476,63500
"United States of America","Olives","1970",11170,42232,47173
"United States of America","Olives","1971",11210,44509,49895
"United States of America","Olives","1972",11450,19174,21954
"United States of America","Olives","1973",11570,54886,63503
"United States of America","Olives","1974",11530,46028,53070
"United States of America","Olives","1975",11780,51597,60781
"United States of America","Olives","1976",12460,58246,72574
"United States of America","Olives","1977",13390,29133,39009
"United States of America","Olives","1978",15050,75950,114305
"United States of America","Olives","1979",14930,37676,56250
"United States of America","Olives","1980",14690,67311,98880
"United States of America","Olives","1981",13880,29344,40730
"United States of America","Olives","1982",14160,93856,132900
"United States of America","Olives","1983",14200,38972,55340
"United States of America","Olives","1984",13680,60088,82200
"United States of America","Olives","1985",13310,65432,87090
"United States of America","Olives","1986",13070,77392,101151
"United States of America","Olives","1987",12780,47915,61235
"United States of America","Olives","1988",12750,62259,79380
"United States of America","Olives","1989",12060,92523,111583
"United States of America","Olives","1990",12300,96992,119300
"United States of America","Olives","1991",12020,49060,58970
"United States of America","Olives","1992",12180,122906,149700
"United States of America","Olives","1993",12180,90870,110680
"United States of America","Olives","1994",12950,58842,76200
"United States of America","Olives","1995",13640,51547,70310
"United States of America","Olives","1996",13640,110411,150600
"United States of America","Olives","1997",14285,65828,94035
"United States of America","Olives","1998",14285,57158,81650
"United States of America","Olives","1999",14285,79384,113400
"United States of America","Olives","2000",14570,49808,72570
"United States of America","Olives","2001",14570,83432,121560
"United States of America","Olives","2002",14569,64136,93440
"United States of America","Olives","2003",14570,73473,107050
"United States of America","Olives","2004",12960,75248,97522
"United States of America","Olives","2005",12950,99475,128820
"United States of America","Olives","2006",12545,36158,45360
"United States of America","Olives","2007",12141,99003,120200
"United States of America","Olives","2008",12141,49914,60600
"United States of America","Olives","2009",12545,33482,42003
"United States of America","Olives","2010",14569,128272,186880
"United States of America","Olives","2011",16794,38461,64592
"United States of America","Olives","2012",17806,81517,145150
"United States of America","Olives","2013",16187,93033,150593
"United States of America","Olives","2014",14973,57559,86183
"United States of America","Olives","2015",14570,111455,162390
"United States of America","Olives","2016",14970,99927,149590
"United States of America","Olives","2017",14570,119732,174450
"United States of America","Olives","2018",15737,88069,138596
"United States of America","Onions, dry","1961",37530,285642,1072014
"United States of America","Onions, dry","1962",39367,297420,1170852
"United States of America","Onions, dry","1963",39113,299316,1170715
"United States of America","Onions, dry","1964",40682,281997,1147220
"United States of America","Onions, dry","1965",39687,321229,1274860
"United States of America","Onions, dry","1966",38275,293284,1122545
"United States of America","Onions, dry","1967",41937,309456,1297766
"United States of America","Onions, dry","1968",43277,301918,1306611
"United States of America","Onions, dry","1969",40873,313720,1282266
"United States of America","Onions, dry","1970",40870,340976,1393570
"United States of America","Onions, dry","1971",39980,340398,1360910
"United States of America","Onions, dry","1972",38230,339184,1296700
"United States of America","Onions, dry","1973",42490,320353,1361180
"United States of America","Onions, dry","1974",44400,338672,1503703
"United States of America","Onions, dry","1975",41710,346190,1443960
"United States of America","Onions, dry","1976",44320,365934,1621820
"United States of America","Onions, dry","1977",43930,357257,1569430
"United States of America","Onions, dry","1978",49340,334751,1651660
"United States of America","Onions, dry","1979",50145,350336,1756760
"United States of America","Onions, dry","1980",45794,332620,1523200
"United States of America","Onions, dry","1981",45336,352016,1595900
"United States of America","Onions, dry","1982",50957,372628,1898800
"United States of America","Onions, dry","1983",50030,355095,1776540
"United States of America","Onions, dry","1984",51980,375823,1953530
"United States of America","Onions, dry","1985",49680,411401,2043840
"United States of America","Onions, dry","1986",46750,423174,1978340
"United States of America","Onions, dry","1987",50070,408686,2046290
"United States of America","Onions, dry","1988",52200,406086,2119770
"United States of America","Onions, dry","1989",53700,404618,2172800
"United States of America","Onions, dry","1990",55980,427671,2394100
"United States of America","Onions, dry","1991",54215,424200,2299800
"United States of America","Onions, dry","1992",57355,432848,2482600
"United States of America","Onions, dry","1993",64000,426094,2727000
"United States of America","Onions, dry","1994",66630,444620,2962500
"United States of America","Onions, dry","1995",67500,439259,2965000
"United States of America","Onions, dry","1996",67260,432352,2908000
"United States of America","Onions, dry","1997",67140,464552,3119000
"United States of America","Onions, dry","1998",69340,440127,3051840
"United States of America","Onions, dry","1999",70170,475517,3336700
"United States of America","Onions, dry","2000",67250,483746,3253190
"United States of America","Onions, dry","2001",65390,469287,3068670
"United States of America","Onions, dry","2002",65850,481101,3168050
"United States of America","Onions, dry","2003",67210,495115,3327670
"United States of America","Onions, dry","2004",68450,550438,3767750
"United States of America","Onions, dry","2005",66860,498664,3334070
"United States of America","Onions, dry","2006",65960,492705,3249880
"United States of America","Onions, dry","2007",64780,557626,3612300
"United States of America","Onions, dry","2008",62120,548514,3407370
